"","open_time","open","high","low","close","volume","close_time","quote_asset_volume","trades","taker_buy_base_asset_volume","taker_buy_quote_asset_volume","symbol"
"143",2021-06-01 18:11:00,36327.66,36379.79,36316.96,36361.45,45.471119,2021-06-01 18:11:59,1652754.14931953,1031,26.670938,969491.22695113,"BTCUSDT"
"144",2021-06-01 18:12:00,36363.23,36373.74,36336,36349.66,27.015832,2021-06-01 18:12:59,982210.90091782,631,18.169557,660596.10534725,"BTCUSDT"
"145",2021-06-01 18:13:00,36349.66,36367.43,36300,36303.58,26.737571,2021-06-01 18:13:59,971151.95584333,670,7.838179,284681.24431077,"BTCUSDT"
"146",2021-06-01 18:14:00,36303.59,36314.81,36271.92,36314.8,91.843992,2021-06-01 18:14:59,3333666.58646044,826,19.771086,717562.26304856,"BTCUSDT"
"147",2021-06-01 18:15:00,36314.81,36315.16,36275.87,36282.75,23.988377,2021-06-01 18:15:59,870462.49569058,591,8.49988,308398.97420092,"BTCUSDT"
"148",2021-06-01 18:16:00,36282.74,36339.13,36282.74,36337.3,31.096802,2021-06-01 18:16:59,1129314.78610837,694,14.0022,508432.10770827,"BTCUSDT"
"149",2021-06-01 18:17:00,36334.59,36336.57,36288.03,36298.31,26.349798,2021-06-01 18:17:59,956823.318462,633,8.459592,307163.28435761,"BTCUSDT"
"150",2021-06-01 18:18:00,36298.31,36310,36288.01,36294.46,26.271778,2021-06-01 18:18:59,953676.78440793,557,17.127273,621726.8484457,"BTCUSDT"
"151",2021-06-01 18:19:00,36294.46,36308.64,36288.32,36291.8,18.952938,2021-06-01 18:19:59,687998.29022116,511,10.988387,398883.05193431,"BTCUSDT"
"152",2021-06-01 18:20:00,36291.79,36320,36288.01,36319.65,13.306693,2021-06-01 18:20:59,483059.32682835,580,9.016475,327310.60382607,"BTCUSDT"
"153",2021-06-01 18:21:00,36319.99,36357.3,36305.1,36330.12,33.923605,2021-06-01 18:21:59,1232345.67658868,798,21.133313,767701.40436818,"BTCUSDT"
"154",2021-06-01 18:22:00,36332.51,36340.84,36312.65,36314.72,21.111056,2021-06-01 18:22:59,766909.92648023,605,9.55474,347138.53212422,"BTCUSDT"
"155",2021-06-01 18:23:00,36314.71,36348.99,36314.71,36329.85,17.095599,2021-06-01 18:23:59,621077.79838982,627,11.47061,416716.97691844,"BTCUSDT"
"156",2021-06-01 18:24:00,36329.94,36387,36318.97,36383.57,23.10137,2021-06-01 18:24:59,839869.54149781,878,10.609408,385732.85614981,"BTCUSDT"
"157",2021-06-01 18:25:00,36383.58,36420,36350.23,36354.11,44.16821,2021-06-01 18:25:59,1607490.0064327,1198,25.98986,945878.7085912,"BTCUSDT"
"158",2021-06-01 18:26:00,36354.11,36359.84,36316.01,36344.96,15.783166,2021-06-01 18:26:59,573559.39294602,631,8.533275,310084.9285833,"BTCUSDT"
"159",2021-06-01 18:27:00,36344.96,36347.18,36317.01,36322.71,21.031243,2021-06-01 18:27:59,764280.44117783,637,7.485534,272045.01496142,"BTCUSDT"
"160",2021-06-01 18:28:00,36322.65,36330.61,36317,36325.55,8.73172,2021-06-01 18:28:59,317169.80882553,487,5.176726,188038.47485463,"BTCUSDT"
"161",2021-06-01 18:29:00,36325.94,36329.11,36292,36292.06,19.748432,2021-06-01 18:29:59,717145.53098387,745,7.935178,288185.43137995,"BTCUSDT"
"162",2021-06-01 18:30:00,36292.06,36307.04,36292.05,36303.01,5.852801,2021-06-01 18:30:59,212455.57617063,475,3.401707,123484.83110532,"BTCUSDT"
"163",2021-06-01 18:31:00,36304.57,36308.11,36295.93,36298.89,8.317745,2021-06-01 18:31:59,301952.15794747,557,3.851008,139802.95187671,"BTCUSDT"
"164",2021-06-01 18:32:00,36298.9,36303.8,36289.76,36295.59,16.933419,2021-06-01 18:32:59,614615.53798784,467,5.723423,207756.38714557,"BTCUSDT"
